"","accession","sample-name","sample-desc","biome","X","Y","silicate_umol/L","temperature_&deg;C","depth_m","region","collection_date","environment_biome","environment_feature","environmental_package","chlorophyll_mg/m3","dissolved_oxygen_mg/L","nitrate_umol/L","phosphate_umol/L","salinity_ppt","NCBI_sample_classification","instrument_model","ENA_checklist"
"162","ERS689291","GS202 0.1µm","Water sample taken on 2006-08-10T12:32:00+00:00 from site GS202 (lat:43.87333333, long:-69.056), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of USA, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge USA as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-69.056","43.87333333","0.24","14.5","1","North Atlantic Ocean:Gulf of Maine/Bay of Fundy Marine Ecoregion:between Little and Big Green Island, ME, USA","2006-08-10T12:32:00+00:00","ocean biome","coastal ocean","water","6.2","7","0.051","0","32.5","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"163","ERS689292","GS203 0.1µm","Water sample taken on 2006-08-12T15:38:00+00:00 from site GS203 (lat:44.10766667, long:-69.05533333), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of USA, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge USA as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-69.05533333","44.10766667","0.24","15.9","1.2","North Atlantic Ocean:Gulf of Maine/Bay of Fundy Marine Ecoregion:off Rockland, ME, USA","2006-08-12T15:38:00+00:00","ocean biome","coastal ocean","water","14.5","7.8","0.19","1.34","30.1","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"164","ERS689293","GS204 0.1µm","Water sample taken on 2006-08-13T14:51:00+00:00 from site GS204 (lat:42.352, long:-70.98666667), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of USA, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge USA as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-70.98666667","42.352","3.7","17.2","0.98","North Atlantic Ocean:Gulf of Maine/Bay of Fundy Marine Ecoregion:Boston Harbor, Boston, MA, USA","2006-08-13T14:51:00+00:00","ocean biome","coastal ocean","water","4.9","9.5","0.18","0.16","32.3","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"165","ERS689294","GS205 0.1µm","Water sample taken on 2006-08-14T13:12:00+00:00 from site GS205 (lat:41.97933333, long:-70.19833333), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of USA, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge USA as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-70.19833333","41.97933333","1.1","20","1","North Atlantic Ocean:Gulf of Maine/Bay of Fundy Marine Ecoregion:off Cape Cod Bay, MA, USA","2006-08-14T13:12:00+00:00","ocean biome","coastal ocean","water","2.5","6.6","0.087","0","32.2","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"166","ERS689295","GS205 viralµm","Water sample taken on 2006-08-14T13:12:00+00:00 from site GS205 (lat:41.97933333, long:-70.19833333), viral fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of USA, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge USA as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-70.19833333","41.97933333","1.1","20","1","North Atlantic Ocean:Gulf of Maine/Bay of Fundy Marine Ecoregion:off Cape Cod Bay, MA, USA","2006-08-14T13:12:00+00:00","ocean biome","coastal ocean","water","2.5","6.6","0.087","0","32.2","408172","454 GS 20","ENA default sample checklist (ERC000011)"
"167","ERS689296","GS215 0.1µm","Water sample taken on 2006-12-17T18:00:00+00:00 from site GS215 (lat:35.951, long:-72.42733333), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of USA, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge USA as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-72.42733333","35.951","0.46","21.1","1","North Atlantic Ocean:Virginian Marine Ecoregion:Between USA and Bermuda","2006-12-17T18:00:00+00:00","ocean biome","open ocean","water","0.21","5.1","0.47","0","40.7","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"168","ERS689297","GS216 0.1µm","Water sample taken on 2006-12-18T15:33:00+00:00 from site GS216 (lat:34.84266667, long:-69.026), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-69.026","34.84266667","0.55","21.9","0.91","North Atlantic Ocean:Open Ocean:Midway between USA and Bermuda","2006-12-18T15:33:00+00:00","ocean biome","open ocean","water","0.1","5","0.076","0","36.6","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"169","ERS689298","GS217 0.1µm","Water sample taken on 2006-12-22T16:40:00+00:00 from site GS217 (lat:26.26733333, long:-64.214), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-64.214","26.26733333","1","24.9","1","North Atlantic Ocean:Open Ocean:Between Bermuda and US Virgin Islands","2006-12-22T16:40:00+00:00","ocean biome","open ocean","water","0.08","4.9","0.16","0","40.7","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"170","ERS689299","GS218 0.1µm","Water sample taken on 2006-12-23T15:55:00+00:00 from site GS218 (lat:22.316, long:-64.816), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-64.816","22.316","0.84","26.4","0.89","North Atlantic Ocean:Open Ocean:Between Bermuda and US Virgin Islands","2006-12-23T15:55:00+00:00","ocean biome","open ocean","water","0.07","4.8","0.086","0","39.3","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"171","ERS689300","GS219 0.1µm","Water sample taken on 2007-01-08T21:00:00+00:00 from site GS219 (lat:18.3131, long:-64.82726667), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of USA, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge USA as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-64.82726667","18.3131","1.6","26.1","4.6","North Atlantic Ocean:Eastern Caribbean Marine Ecoregion:US Virgin Islands, USA","2007-01-08T21:00:00+00:00","ocean biome","reef","water","0.16","5.6","0.32","0.087","39.3","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
"172","ERS689301","GS220 0.1µm","Water sample taken on 2007-01-09T19:15:00+00:00 from site GS220 (lat:18.33326667, long:-64.79333333), 0.1µm filter fraction. Samples were collected by filtering water pumped through a 20µm prefilter, then size-fractionating by serial filtration through 3µm, 0.8µm, and 0.1µm membrane filters, then finally, in some samples, through tangential flow filtration fitted with a 50kDa pore size filter to concentrate a viral fraction. This genetic information may be considered to be part of the genetic patrimony of USA, the country from which the sample was obtained.  Users of this information agree to:  1) acknowledge USA as the country of origin in any country where the genetic information is presented and 2) contact the CBD focal point identified on the CBD website:  http://www.cbd.int/countries/ if they intend to use the genetic information for commercial purposes.","root:Environmental:Aquatic:Marine:Oceanic:Photic zone","-64.79333333","18.33326667","1.6","26.2","4.6","North Atlantic Ocean:Eastern Caribbean Marine Ecoregion:US Virgin Islands, USA","2007-01-09T19:15:00+00:00","ocean biome","other: sea grass sample","water","0.16","5.6","0.2","0.087","39.2","408172","AB 3730xL Genetic Analyzer","ENA default sample checklist (ERC000011)"
